Id,Pred
2010_1139_1250,0.5
2010_1139_1257,0.5
2010_1139_1266,0.5
2010_1139_1268,0.5
2010_1139_1277,0.5
2010_1139_1278,0.5
2010_1139_1281,0.5
2010_1139_1285,0.5
2010_1139_1288,0.5
2010_1139_1293,0.5
2010_1139_1307,0.5
2010_1139_1308,0.5
2010_1139_1317,0.5
2010_1139_1320,0.5
2010_1139_1323,0.5
2010_1139_1324,0.5
2010_1139_1325,0.5
2010_1139_1326,0.5
2010_1139_1329,0.5
2010_1139_1330,0.5
2010_1139_1338,0.5
2010_1139_1345,0.5
2010_1139_1350,0.5
2010_1139_1352,0.5
2010_1139_1358,0.5
2010_1139_1361,0.5
2010_1139_1364,0.5
2010_1139_1373,0.5
2010_1139_1388,0.5
2010_1139_1393,0.5
2010_1139_1396,0.5
2010_1139_1397,0.5
2010_1139_1400,0.5
2010_1139_1401,0.5
2010_1139_1424,0.5
2010_1139_1429,0.5
2010_1139_1431,0.5
2010_1139_1435,0.5
2010_1139_1436,0.5
2010_1139_1437,0.5
2010_1139_1448,0.5
2010_1139_1449,0.5
2010_1139_1452,0.5
2010_1139_1457,0.5
2010_1139_1458,0.5
2010_1139_1459,0.5
2010_1139_1462,0.5
2010_1140_1143,0.5
2010_1140_1155,0.5
2010_1140_1165,0.5
2010_1140_1181,0.5
2010_1140_1190,0.5
2010_1140_1196,0.5
2010_1140_1199,0.5
2010_1140_1207,0.5
2010_1140_1210,0.5
2010_1140_1211,0.5
2010_1140_1222,0.5
2010_1140_1242,0.5
2010_1140_1243,0.5
2010_1140_1246,0.5
2010_1140_1250,0.5
2010_1140_1257,0.5
2010_1140_1266,0.5
2010_1140_1268,0.5
2010_1140_1277,0.5
2010_1140_1278,0.5
2010_1140_1281,0.5
2010_1140_1285,0.5
2010_1140_1288,0.5
2010_1140_1293,0.5
2010_1140_1307,0.5
2010_1140_1308,0.5
2010_1140_1317,0.5
2010_1140_1320,0.5
2010_1140_1323,0.5
2010_1140_1324,0.5
2010_1140_1325,0.5
2010_1140_1326,0.5
2010_1140_1329,0.5
2010_1140_1330,0.5
2010_1140_1338,0.5
2010_1140_1345,0.5
2010_1140_1350,0.5
2010_1140_1352,0.5
2010_1140_1358,0.5
2010_1140_1361,0.5
2010_1140_1364,0.5
2010_1140_1373,0.5
2010_1140_1388,0.5
2010_1140_1393,0.5
2010_1140_1396,0.5
2010_1140_1397,0.5
2010_1140_1400,0.5
2010_1140_1401,0.5
2010_1140_1424,0.5
2010_1140_1429,0.5
2010_1140_1431,0.5
2010_1140_1435,0.5
2010_1140_1436,0.5
2010_1140_1437,0.5
2010_1140_1448,0.5
2010_1140_1449,0.5
2010_1140_1452,0.5
2010_1140_1457,0.5
2010_1140_1458,0.5
2010_1140_1459,0.5
2010_1140_1462,0.5
2010_1143_1155,0.5
2010_1143_1165,0.5
2010_1143_1181,0.5
2010_1143_1190,0.5
2010_1143_1196,0.5
2010_1143_1199,0.5
2010_1143_1207,0.5
2010_1143_1210,0.5
2010_1143_1211,0.5
2010_1143_1222,0.5
2010_1143_1242,0.5
2010_1143_1243,0.5
2010_1143_1246,0.5
2010_1143_1250,0.5
2010_1143_1257,0.5
2010_1143_1266,0.5
2010_1143_1268,0.5
2010_1143_1277,0.5
2010_1143_1278,0.5
2010_1143_1281,0.5
2010_1143_1285,0.5
2010_1143_1288,0.5
2010_1143_1293,0.5
2010_1143_1307,0.5
2010_1143_1308,0.5
2010_1143_1317,0.5
2010_1143_1320,0.5
2010_1143_1323,0.5
2010_1143_1324,0.5
2010_1143_1325,0.5
2010_1143_1326,0.5
2010_1143_1329,0.5
2010_1143_1330,0.5
2010_1143_1338,0.5
2010_1143_1345,0.5
2010_1143_1350,0.5
2010_1143_1352,0.5
2010_1143_1358,0.5
2010_1143_1361,0.5
2010_1143_1364,0.5
2010_1143_1373,0.5
2010_1143_1388,0.5
2010_1143_1393,0.5
2010_1143_1396,0.5
2010_1143_1397,0.5
2010_1143_1400,0.5
2010_1143_1401,0.5
2010_1143_1424,0.5
2010_1143_1429,0.5
2010_1143_1431,0.5
2010_1143_1435,0.5
2010_1143_1436,0.5
2010_1143_1437,0.5
2010_1143_1448,0.5
2010_1143_1449,0.5
2010_1143_1452,0.5
2010_1143_1457,0.5
2010_1143_1458,0.5
2010_1143_1459,0.5
2010_1143_1462,0.5
2010_1155_1165,0.5
2010_1155_1181,0.5
2010_1155_1190,0.5
2010_1155_1196,0.5
2010_1155_1199,0.5
2010_1155_1207,0.5
2010_1155_1210,0.5
2010_1155_1211,0.5
2010_1155_1222,0.5
2010_1155_1242,0.5
2010_1155_1243,0.5
2010_1155_1246,0.5
2010_1155_1250,0.5
2010_1155_1257,0.5
2010_1155_1266,0.5
2010_1155_1268,0.5
2010_1155_1277,0.5
2010_1155_1278,0.5
2010_1155_1281,0.5
2010_1155_1285,0.5
2010_1155_1288,0.5
2010_1155_1293,0.5
2010_1155_1307,0.5
2010_1155_1308,0.5
2010_1155_1317,0.5
2010_1155_1320,0.5
2010_1155_1323,0.5
2010_1155_1324,0.5
2010_1155_1325,0.5
2010_1155_1326,0.5
2010_1155_1329,0.5
2010_1155_1330,0.5
2010_1155_1338,0.5
2010_1155_1345,0.5
2010_1155_1350,0.5
2010_1155_1352,0.5
2010_1155_1358,0.5
2010_1155_1361,0.5
2010_1155_1364,0.5
2010_1155_1373,0.5
2010_1155_1388,0.5
2010_1155_1393,0.5
2010_1155_1396,0.5
2010_1155_1397,0.5
2010_1155_1400,0.5
2010_1155_1401,0.5
2010_1155_1424,0.5
2010_1155_1429,0.5
2010_1155_1431,0.5
2010_1155_1435,0.5
2010_1155_1436,0.5
2010_1155_1437,0.5
2010_1155_1448,0.5
2010_1155_1449,0.5
2010_1155_1452,0.5
2010_1155_1457,0.5
2010_1155_1458,0.5
2010_1155_1459,0.5
2010_1155_1462,0.5
2010_1165_1181,0.5
2010_1165_1190,0.5
2010_1165_1196,0.5
2010_1165_1199,0.5
2010_1165_1207,0.5
2010_1165_1210,0.5
2010_1165_1211,0.5
2010_1165_1222,0.5
2010_1165_1242,0.5
2010_1165_1243,0.5
2010_1165_1246,0.5
2010_1165_1250,0.5
2010_1165_1257,0.5
2010_1165_1266,0.5
2010_1165_1268,0.5
2010_1165_1277,0.5
2010_1165_1278,0.5
2010_1165_1281,0.5
2010_1165_1285,0.5
2010_1165_1288,0.5
2010_1165_1293,0.5
2010_1165_1307,0.5
2010_1165_1308,0.5
2010_1165_1317,0.5
2010_1165_1320,0.5
2010_1165_1323,0.5
2010_1165_1324,0.5
2010_1165_1325,0.5
2010_1165_1326,0.5
2010_1165_1329,0.5
2010_1165_1330,0.5
2010_1165_1338,0.5
2010_1165_1345,0.5
2010_1165_1350,0.5
2010_1165_1352,0.5
2010_1165_1358,0.5
2010_1165_1361,0.5
2010_1165_1364,0.5
2010_1165_1373,0.5
2010_1165_1388,0.5
2010_1165_1393,0.5
2010_1165_1396,0.5
2010_1165_1397,0.5
2010_1165_1400,0.5
2010_1165_1401,0.5
2010_1165_1424,0.5
2010_1165_1429,0.5
2010_1165_1431,0.5
2010_1165_1435,0.5
2010_1165_1436,0.5
2010_1165_1437,0.5
2010_1165_1448,0.5
2010_1165_1449,0.5
2010_1165_1452,0.5
2010_1165_1457,0.5
2010_1165_1458,0.5
2010_1165_1459,0.5
2010_1165_1462,0.5
2010_1181_1190,0.5
2010_1181_1196,0.5
2010_1181_1199,0.5
2010_1181_1207,0.5
2010_1181_1210,0.5
2010_1181_1211,0.5
2010_1181_1222,0.5
2010_1181_1242,0.5
2010_1181_1243,0.5
2010_1181_1246,0.5
2010_1181_1250,0.5
2010_1181_1257,0.5
2010_1181_1266,0.5
2010_1181_1268,0.5
2010_1181_1277,0.5
2010_1181_1278,0.5
2010_1181_1281,0.5
2010_1181_1285,0.5
2010_1181_1288,0.5
2010_1181_1293,0.5
2010_1181_1307,0.5
2010_1181_1308,0.5
2010_1181_1317,0.5
2010_1181_1320,0.5
2010_1181_1323,0.5
2010_1181_1324,0.5
2010_1181_1325,0.5
2010_1181_1326,0.5
2010_1181_1329,0.5
2010_1181_1330,0.5
2010_1181_1338,0.5
2010_1181_1345,0.5
2010_1181_1350,0.5
2010_1181_1352,0.5
2010_1181_1358,0.5
2010_1181_1361,0.5
2010_1181_1364,0.5
2010_1181_1373,0.5
2010_1181_1388,0.5
2010_1181_1393,0.5
2010_1181_1396,0.5
2010_1181_1397,0.5
2010_1181_1400,0.5
2010_1181_1401,0.5
2010_1181_1424,0.5
2010_1181_1429,0.5
2010_1181_1431,0.5
2010_1181_1435,0.5
2010_1181_1436,0.5
2010_1181_1437,0.5
2010_1181_1448,0.5
2010_1181_1449,0.5
2010_1181_1452,0.5
2010_1181_1457,0.5
2010_1181_1458,0.5
2010_1181_1459,0.5
2010_1181_1462,0.5
2010_1190_1196,0.5
2010_1190_1199,0.5
2010_1190_1207,0.5
2010_1190_1210,0.5
2010_1190_1211,0.5
2010_1190_1222,0.5
2010_1190_1242,0.5
2010_1190_1243,0.5
2010_1190_1246,0.5
2010_1190_1250,0.5
2010_1190_1257,0.5
2010_1190_1266,0.5
2010_1190_1268,0.5
2010_1190_1277,0.5
2010_1190_1278,0.5
2010_1190_1281,0.5
2010_1190_1285,0.5
2010_1190_1288,0.5
2010_1190_1293,0.5
2010_1190_1307,0.5
2010_1190_1308,0.5
2010_1190_1317,0.5
2010_1190_1320,0.5
2010_1190_1323,0.5
2010_1190_1324,0.5
2010_1190_1325,0.5
2010_1190_1326,0.5
2010_1190_1329,0.5
2010_1190_1330,0.5
2010_1190_1338,0.5
2010_1190_1345,0.5
2010_1190_1350,0.5
2010_1190_1352,0.5
2010_1190_1358,0.5
2010_1190_1361,0.5
2010_1190_1364,0.5
2010_1190_1373,0.5
2010_1190_1388,0.5
2010_1190_1393,0.5
2010_1190_1396,0.5
2010_1190_1397,0.5
2010_1190_1400,0.5
2010_1190_1401,0.5
2010_1190_1424,0.5
2010_1190_1429,0.5
2010_1190_1431,0.5
2010_1190_1435,0.5
2010_1190_1436,0.5
2010_1190_1437,0.5
2010_1190_1448,0.5
2010_1190_1449,0.5
2010_1190_1452,0.5
2010_1190_1457,0.5
2010_1190_1458,0.5
2010_1190_1459,0.5
2010_1190_1462,0.5
2010_1196_1199,0.5
2010_1196_1207,0.5
2010_1196_1210,0.5
2010_1196_1211,0.5
2010_1196_1222,0.5
2010_1196_1242,0.5
2010_1196_1243,0.5
2010_1196_1246,0.5
2010_1196_1250,0.5
2010_1196_1257,0.5
2010_1196_1266,0.5
2010_1196_1268,0.5
2010_1196_1277,0.5
2010_1196_1278,0.5
2010_1196_1281,0.5
2010_1196_1285,0.5
2010_1196_1288,0.5
2010_1196_1293,0.5
2010_1196_1307,0.5
2010_1196_1308,0.5
2010_1196_1317,0.5
2010_1196_1320,0.5
2010_1196_1323,0.5
2010_1196_1324,0.5
2010_1196_1325,0.5
2010_1196_1326,0.5
2010_1196_1329,0.5
2010_1196_1330,0.5
2010_1196_1338,0.5
2010_1196_1345,0.5
2010_1196_1350,0.5
2010_1196_1352,0.5
2010_1196_1358,0.5
2010_1196_1361,0.5
2010_1196_1364,0.5
2010_1196_1373,0.5
2010_1196_1388,0.5
2010_1196_1393,0.5
2010_1196_1396,0.5
2010_1196_1397,0.5
2010_1196_1400,0.5
2010_1196_1401,0.5
2010_1196_1424,0.5
2010_1196_1429,0.5
2010_1196_1431,0.5
2010_1196_1435,0.5
2010_1196_1436,0.5
2010_1196_1437,0.5
2010_1196_1448,0.5
2010_1196_1449,0.5
2010_1196_1452,0.5
2010_1196_1457,0.5
2010_1196_1458,0.5
2010_1196_1459,0.5
2010_1196_1462,0.5
2010_1199_1207,0.5
2010_1199_1210,0.5
2010_1199_1211,0.5
2010_1199_1222,0.5
2010_1199_1242,0.5
2010_1199_1243,0.5
2010_1199_1246,0.5
2010_1199_1250,0.5
2010_1199_1257,0.5
2010_1199_1266,0.5
2010_1199_1268,0.5
2010_1199_1277,0.5
2010_1199_1278,0.5
2010_1199_1281,0.5
2010_1199_1285,0.5
2010_1199_1288,0.5
2010_1199_1293,0.5
2010_1199_1307,0.5
2010_1199_1308,0.5
2010_1199_1317,0.5
2010_1199_1320,0.5
2010_1199_1323,0.5
2010_1199_1324,0.5
2010_1199_1325,0.5
2010_1199_1326,0.5
2010_1199_1329,0.5
2010_1199_1330,0.5
2010_1199_1338,0.5
2010_1199_1345,0.5
2010_1199_1350,0.5
2010_1199_1352,0.5
2010_1199_1358,0.5
2010_1199_1361,0.5
2010_1199_1364,0.5
2010_1199_1373,0.5
2010_1199_1388,0.5
2010_1199_1393,0.5
2010_1199_1396,0.5
2010_1199_1397,0.5
2010_1199_1400,0.5
2010_1199_1401,0.5
2010_1199_1424,0.5
2010_1199_1429,0.5
2010_1199_1431,0.5
2010_1199_1435,0.5
2010_1199_1436,0.5
2010_1199_1437,0.5
2010_1199_1448,0.5
2010_1199_1449,0.5
2010_1199_1452,0.5
2010_1199_1457,0.5
2010_1199_1458,0.5
2010_1199_1459,0.5
2010_1199_1462,0.5
2010_1207_1210,0.5
2010_1207_1211,0.5
2010_1207_1222,0.5
2010_1207_1242,0.5
2010_1207_1243,0.5
2010_1207_1246,0.5
2010_1207_1250,0.5
2010_1207_1257,0.5
2010_1207_1266,0.5
2010_1207_1268,0.5
2010_1207_1277,0.5
2010_1207_1278,0.5
2010_1207_1281,0.5
2010_1207_1285,0.5
2010_1207_1288,0.5
2010_1207_1293,0.5
2010_1207_1307,0.5
2010_1207_1308,0.5
2010_1207_1317,0.5
2010_1207_1320,0.5
2010_1207_1323,0.5
2010_1207_1324,0.5
2010_1207_1325,0.5
2010_1207_1326,0.5
2010_1207_1329,0.5
2010_1207_1330,0.5
2010_1207_1338,0.5
2010_1207_1345,0.5
2010_1207_1350,0.5
2010_1207_1352,0.5
2010_1207_1358,0.5
2010_1207_1361,0.5
2010_1207_1364,0.5
2010_1207_1373,0.5
2010_1207_1388,0.5
2010_1207_1393,0.5
2010_1207_1396,0.5
2010_1207_1397,0.5
2010_1207_1400,0.5
2010_1207_1401,0.5
2010_1207_1424,0.5
2010_1207_1429,0.5
2010_1207_1431,0.5
2010_1207_1435,0.5
2010_1207_1436,0.5
2010_1207_1437,0.5
2010_1207_1448,0.5
2010_1207_1449,0.5
2010_1207_1452,0.5
2010_1207_1457,0.5
2010_1207_1458,0.5
2010_1207_1459,0.5
2010_1207_1462,0.5
2010_1210_1211,0.5
2010_1210_1222,0.5
2010_1210_1242,0.5
2010_1210_1243,0.5
2010_1210_1246,0.5
2010_1210_1250,0.5
2010_1210_1257,0.5
2010_1210_1266,0.5
2010_1210_1268,0.5
2010_1210_1277,0.5
2010_1210_1278,0.5
2010_1210_1281,0.5
2010_1210_1285,0.5
2010_1210_1288,0.5
2010_1210_1293,0.5
2010_1210_1307,0.5
2010_1210_1308,0.5
2010_1210_1317,0.5
2010_1210_1320,0.5
2010_1210_1323,0.5
2010_1210_1324,0.5
2010_1210_1325,0.5
2010_1210_1326,0.5
2010_1210_1329,0.5
2010_1210_1330,0.5
2010_1210_1338,0.5
2010_1210_1345,0.5
2010_1210_1350,0.5
2010_1210_1352,0.5
2010_1210_1358,0.5
2010_1210_1361,0.5
2010_1210_1364,0.5
2010_1210_1373,0.5
2010_1210_1388,0.5
2010_1210_1393,0.5
2010_1210_1396,0.5
2010_1210_1397,0.5
2010_1210_1400,0.5
2010_1210_1401,0.5
2010_1210_1424,0.5
2010_1210_1429,0.5
2010_1210_1431,0.5
2010_1210_1435,0.5
2010_1210_1436,0.5
2010_1210_1437,0.5
2010_1210_1448,0.5
2010_1210_1449,0.5
2010_1210_1452,0.5
2010_1210_1457,0.5
2010_1210_1458,0.5
2010_1210_1459,0.5
2010_1210_1462,0.5
2010_1211_1222,0.5
2010_1211_1242,0.5
2010_1211_1243,0.5
2010_1211_1246,0.5
2010_1211_1250,0.5
2010_1211_1257,0.5
2010_1211_1266,0.5
2010_1211_1268,0.5
2010_1211_1277,0.5
2010_1211_1278,0.5
2010_1211_1281,0.5
2010_1211_1285,0.5
2010_1211_1288,0.5
2010_1211_1293,0.5
2010_1211_1307,0.5
2010_1211_1308,0.5
2010_1211_1317,0.5
2010_1211_1320,0.5
2010_1211_1323,0.5
2010_1211_1324,0.5
2010_1211_1325,0.5
2010_1211_1326,0.5
2010_1211_1329,0.5
2010_1211_1330,0.5
2010_1211_1338,0.5
2010_1211_1345,0.5
2010_1211_1350,0.5
2010_1211_1352,0.5
2010_1211_1358,0.5
2010_1211_1361,0.5
2010_1211_1364,0.5
2010_1211_1373,0.5
2010_1211_1388,0.5
2010_1211_1393,0.5
2010_1211_1396,0.5
2010_1211_1397,0.5
2010_1211_1400,0.5
2010_1211_1401,0.5
2010_1211_1424,0.5
2010_1211_1429,0.5
2010_1211_1431,0.5
2010_1211_1435,0.5
2010_1211_1436,0.5
2010_1211_1437,0.5
2010_1211_1448,0.5
2010_1211_1449,0.5
2010_1211_1452,0.5
2010_1211_1457,0.5
2010_1211_1458,0.5
2010_1211_1459,0.5
2010_1211_1462,0.5
2010_1222_1242,0.5
2010_1222_1243,0.5
2010_1222_1246,0.5
2010_1222_1250,0.5
2010_1222_1257,0.5
2010_1222_1266,0.5
2010_1222_1268,0.5
2010_1222_1277,0.5
2010_1222_1278,0.5
2010_1222_1281,0.5
2010_1222_1285,0.5
2010_1222_1288,0.5
2010_1222_1293,0.5
2010_1222_1307,0.5
2010_1222_1308,0.5
2010_1222_1317,0.5
2010_1222_1320,0.5
2010_1222_1323,0.5
2010_1222_1324,0.5
2010_1222_1325,0.5
2010_1222_1326,0.5
2010_1222_1329,0.5
2010_1222_1330,0.5
2010_1222_1338,0.5
2010_1222_1345,0.5
2010_1222_1350,0.5
2010_1222_1352,0.5
2010_1222_1358,0.5
2010_1222_1361,0.5
2010_1222_1364,0.5
2010_1222_1373,0.5
2010_1222_1388,0.5
2010_1222_1393,0.5
2010_1222_1396,0.5
2010_1222_1397,0.5
2010_1222_1400,0.5
2010_1222_1401,0.5
2010_1222_1424,0.5
2010_1222_1429,0.5
2010_1222_1431,0.5
2010_1222_1435,0.5
2010_1222_1436,0.5
2010_1222_1437,0.5
2010_1222_1448,0.5
2010_1222_1449,0.5
2010_1222_1452,0.5
2010_1222_1457,0.5
2010_1222_1458,0.5
2010_1222_1459,0.5
2010_1222_1462,0.5
2010_1242_1243,0.5
2010_1242_1246,0.5
2010_1242_1250,0.5
2010_1242_1257,0.5
2010_1242_1266,0.5
2010_1242_1268,0.5
2010_1242_1277,0.5
2010_1242_1278,0.5
2010_1242_1281,0.5
2010_1242_1285,0.5
2010_1242_1288,0.5
2010_1242_1293,0.5
2010_1242_1307,0.5
2010_1242_1308,0.5
2010_1242_1317,0.5
2010_1242_1320,0.5
2010_1242_1323,0.5
2010_1242_1324,0.5
2010_1242_1325,0.5
2010_1242_1326,0.5
2010_1242_1329,0.5
2010_1242_1330,0.5
2010_1242_1338,0.5
2010_1242_1345,0.5
2010_1242_1350,0.5
2010_1242_1352,0.5
2010_1242_1358,0.5
2010_1242_1361,0.5
2010_1242_1364,0.5
2010_1242_1373,0.5
2010_1242_1388,0.5
2010_1242_1393,0.5
2010_1242_1396,0.5
2010_1242_1397,0.5
2010_1242_1400,0.5
2010_1242_1401,0.5
2010_1242_1424,0.5
2010_1242_1429,0.5
2010_1242_1431,0.5
2010_1242_1435,0.5
2010_1242_1436,0.5
2010_1242_1437,0.5
2010_1242_1448,0.5
2010_1242_1449,0.5
2010_1242_1452,0.5
2010_1242_1457,0.5
2010_1242_1458,0.5
2010_1242_1459,0.5
2010_1242_1462,0.5
2010_1243_1246,0.5
2010_1243_1250,0.5
2010_1243_1257,0.5
2010_1243_1266,0.5
2010_1243_1268,0.5
2010_1243_1277,0.5
2010_1243_1278,0.5
2010_1243_1281,0.5
2010_1243_1285,0.5
2010_1243_1288,0.5
2010_1243_1293,0.5
2010_1243_1307,0.5
2010_1243_1308,0.5
2010_1243_1317,0.5
2010_1243_1320,0.5
2010_1243_1323,0.5
2010_1243_1324,0.5
2010_1243_1325,0.5
2010_1243_1326,0.5
2010_1243_1329,0.5
2010_1243_1330,0.5
2010_1243_1338,0.5
2010_1243_1345,0.5
2010_1243_1350,0.5
2010_1243_1352,0.5
2010_1243_1358,0.5
2010_1243_1361,0.5
2010_1243_1364,0.5
2010_1243_1373,0.5
2010_1243_1388,0.5
2010_1243_1393,0.5
2010_1243_1396,0.5
2010_1243_1397,0.5
2010_1243_1400,0.5
2010_1243_1401,0.5
2010_1243_1424,0.5
2010_1243_1429,0.5
2010_1243_1431,0.5
2010_1243_1435,0.5
2010_1243_1436,0.5
2010_1243_1437,0.5
2010_1243_1448,0.5
2010_1243_1449,0.5
2010_1243_1452,0.5
2010_1243_1457,0.5
2010_1243_1458,0.5
2010_1243_1459,0.5
2010_1243_1462,0.5
2010_1246_1250,0.5
2010_1246_1257,0.5
2010_1246_1266,0.5
2010_1246_1268,0.5
2010_1246_1277,0.5
2010_1246_1278,0.5
2010_1246_1281,0.5
2010_1246_1285,0.5
2010_1246_1288,0.5
2010_1246_1293,0.5
2010_1246_1307,0.5
2010_1246_1308,0.5
2010_1246_1317,0.5
2010_1246_1320,0.5
2010_1246_1323,0.5
2010_1246_1324,0.5
2010_1246_1325,0.5
2010_1246_1326,0.5
2010_1246_1329,0.5
2010_1246_1330,0.5
2010_1246_1338,0.5
2010_1246_1345,0.5
2010_1246_1350,0.5
2010_1246_1352,0.5
2010_1246_1358,0.5
2010_1246_1361,0.5
2010_1246_1364,0.5
2010_1246_1373,0.5
2010_1246_1388,0.5
2010_1246_1393,0.5
2010_1246_1396,0.5
2010_1246_1397,0.5
2010_1246_1400,0.5
2010_1246_1401,0.5
2010_1246_1424,0.5
2010_1246_1429,0.5
2010_1246_1431,0.5
2010_1246_1435,0.5
2010_1246_1436,0.5
2010_1246_1437,0.5
2010_1246_1448,0.5
2010_1246_1449,0.5
2010_1246_1452,0.5
2010_1246_1457,0.5
2010_1246_1458,0.5
2010_1246_1459,0.5
2010_1246_1462,0.5
2010_1250_1257,0.5
2010_1250_1266,0.5
2010_1250_1268,0.5
2010_1250_1277,0.5
2010_1250_1278,0.5
2010_1250_1281,0.5
2010_1250_1285,0.5
2010_1250_1288,0.5
2010_1250_1293,0.5
2010_1250_1307,0.5
2010_1250_1308,0.5
2010_1250_1317,0.5
2010_1250_1320,0.5
2010_1250_1323,0.5
2010_1250_1324,0.5
2010_1250_1325,0.5
2010_1250_1326,0.5
2010_1250_1329,0.5
2010_1250_1330,0.5
2010_1250_1338,0.5
2010_1250_1345,0.5
2010_1250_1350,0.5
2010_1250_1352,0.5
2010_1250_1358,0.5
2010_1250_1361,0.5
2010_1250_1364,0.5
2010_1250_1373,0.5
2010_1250_1388,0.5
2010_1250_1393,0.5
2010_1250_1396,0.5
2010_1250_1397,0.5
2010_1250_1400,0.5
2010_1250_1401,0.5
2010_1250_1424,0.5
2010_1250_1429,0.5
2010_1250_1431,0.5
2010_1250_1435,0.5
2010_1250_1436,0.5
2010_1250_1437,0.5
2010_1250_1448,0.5
2010_1250_1449,0.5
2010_1250_1452,0.5
2010_1250_1457,0.5
2010_1250_1458,0.5
2010_1250_1459,0.5
2010_1250_1462,0.5
2010_1257_1266,0.5
2010_1257_1268,0.5
2010_1257_1277,0.5
2010_1257_1278,0.5
2010_1257_1281,0.5
2010_1257_1285,0.5
2010_1257_1288,0.5
2010_1257_1293,0.5
2010_1257_1307,0.5
2010_1257_1308,0.5
2010_1257_1317,0.5
2010_1257_1320,0.5
2010_1257_1323,0.5
2010_1257_1324,0.5
2010_1257_1325,0.5
2010_1257_1326,0.5
2010_1257_1329,0.5
2010_1257_1330,0.5
2010_1257_1338,0.5
2010_1257_1345,0.5
2010_1257_1350,0.5
2010_1257_1352,0.5
2010_1257_1358,0.5
2010_1257_1361,0.5
2010_1257_1364,0.5
2010_1257_1373,0.5
2010_1257_1388,0.5
2010_1257_1393,0.5
2010_1257_1396,0.5
2010_1257_1397,0.5
