Id,WL
2008_1179_1274,-1
2008_1179_1277,-1
2008_1179_1280,-1
2008_1179_1290,-1
2008_1179_1291,-1
2008_1179_1314,-1
2008_1179_1323,-1
2008_1179_1328,-1
2008_1179_1331,-1
2008_1179_1332,-1
2008_1179_1338,-1
2008_1179_1340,-1
2008_1179_1345,-1
2008_1179_1360,-1
2008_1179_1373,-1
2008_1179_1375,-1
2008_1179_1386,-1
2008_1179_1388,-1
2008_1179_1390,-1
2008_1179_1396,-1
2008_1179_1397,-1
2008_1179_1400,-1
2008_1179_1401,-1
2008_1179_1417,-1
2008_1179_1420,-1
2008_1179_1424,-1
2008_1179_1425,-1
2008_1179_1426,-1
2008_1179_1435,-1
2008_1179_1437,-1
2008_1179_1443,0
2008_1179_1450,-1
2008_1179_1452,-1
2008_1179_1457,-1
2008_1179_1458,-1
2008_1179_1462,-1
2008_1181_1206,-1
2008_1181_1207,-1
2008_1181_1208,-1
2008_1181_1211,-1
2008_1181_1231,-1
2008_1181_1242,-1
2008_1181_1243,-1
2008_1181_1245,-1
2008_1181_1246,-1
2008_1181_1257,-1
2008_1181_1266,-1
2008_1181_1272,-1
2008_1181_1274,-1
2008_1181_1277,-1
2008_1181_1280,-1
2008_1181_1290,-1
2008_1181_1291,-1
2008_1181_1314,-1
2008_1181_1323,-1
2008_1181_1328,-1
2008_1181_1331,-1
2008_1181_1332,-1
2008_1181_1338,-1
2008_1181_1340,-1
2008_1181_1345,-1
2008_1181_1360,-1
2008_1181_1373,-1
2008_1181_1375,-1
2008_1181_1386,-1
2008_1181_1388,-1
2008_1181_1390,-1
2008_1181_1396,-1
2008_1181_1397,-1
2008_1181_1400,-1
2008_1181_1401,-1
2008_1181_1417,-1
2008_1181_1420,-1
2008_1181_1424,-1
2008_1181_1425,-1
2008_1181_1426,-1
2008_1181_1435,-1
2008_1181_1437,-1
2008_1181_1443,-1
2008_1181_1450,-1
2008_1181_1452,0
2008_1181_1457,-1
2008_1181_1458,-1
2008_1181_1462,-1
2008_1206_1207,-1
2008_1206_1208,-1
2008_1206_1211,-1
2008_1206_1231,-1
2008_1206_1242,-1
2008_1206_1243,-1
2008_1206_1245,-1
2008_1206_1246,-1
2008_1206_1257,-1
2008_1206_1266,-1
2008_1206_1272,-1
2008_1206_1274,-1
2008_1206_1277,-1
2008_1206_1280,-1
2008_1206_1290,-1
2008_1206_1291,-1
2008_1206_1314,-1
2008_1206_1323,0
2008_1206_1328,-1
2008_1206_1331,-1
2008_1206_1332,-1
2008_1206_1338,-1
2008_1206_1340,-1
2008_1206_1345,-1
2008_1206_1360,-1
2008_1206_1373,-1
2008_1206_1375,-1
2008_1206_1386,-1
2008_1206_1388,-1
2008_1206_1390,-1
2008_1206_1396,-1
2008_1206_1397,-1
2008_1206_1400,-1
2008_1206_1401,-1
2008_1206_1417,-1
2008_1206_1420,-1
2008_1206_1424,-1
2008_1206_1425,-1
2008_1206_1426,-1
2008_1206_1435,-1
2008_1206_1437,-1
2008_1206_1443,-1
2008_1206_1450,-1
2008_1206_1452,-1
2008_1206_1457,-1
2008_1206_1458,-1
2008_1206_1462,-1
2008_1207_1208,-1
2008_1207_1211,-1
2008_1207_1231,-1
2008_1207_1242,-1
2008_1207_1243,-1
2008_1207_1245,-1
2008_1207_1246,-1
2008_1207_1257,-1
2008_1207_1266,-1
2008_1207_1272,-1
2008_1207_1274,-1
2008_1207_1277,-1
2008_1207_1280,-1
2008_1207_1290,-1
2008_1207_1291,-1
2008_1207_1314,-1
2008_1207_1323,-1
2008_1207_1328,-1
2008_1207_1331,-1
2008_1207_1332,-1
2008_1207_1338,-1
2008_1207_1340,-1
2008_1207_1345,-1
2008_1207_1360,-1
2008_1207_1373,-1
2008_1207_1375,-1
2008_1207_1386,-1
2008_1207_1388,-1
2008_1207_1390,-1
2008_1207_1396,-1
2008_1207_1397,-1
2008_1207_1400,-1
2008_1207_1401,-1
2008_1207_1417,-1
2008_1207_1420,1
2008_1207_1424,-1
2008_1207_1425,-1
2008_1207_1426,-1
2008_1207_1435,-1
2008_1207_1437,-1
2008_1207_1443,-1
2008_1207_1450,-1
2008_1207_1452,-1
2008_1207_1457,-1
2008_1207_1458,-1
2008_1207_1462,-1
2008_1208_1211,-1
2008_1208_1231,-1
2008_1208_1242,-1
2008_1208_1243,-1
2008_1208_1245,-1
2008_1208_1246,-1
2008_1208_1257,-1
2008_1208_1266,-1
2008_1208_1272,-1
2008_1208_1274,-1
2008_1208_1277,-1
2008_1208_1280,-1
2008_1208_1290,-1
2008_1208_1291,-1
2008_1208_1314,-1
2008_1208_1323,-1
2008_1208_1328,-1
2008_1208_1331,-1
2008_1208_1332,-1
2008_1208_1338,-1
2008_1208_1340,-1
2008_1208_1345,-1
2008_1208_1360,-1
2008_1208_1373,-1
2008_1208_1375,-1
2008_1208_1386,-1
2008_1208_1388,-1
2008_1208_1390,-1
2008_1208_1396,-1
2008_1208_1397,-1
2008_1208_1400,-1
2008_1208_1401,-1
2008_1208_1417,-1
2008_1208_1420,-1
2008_1208_1424,-1
2008_1208_1425,-1
2008_1208_1426,-1
2008_1208_1435,-1
2008_1208_1437,-1
2008_1208_1443,-1
2008_1208_1450,-1
2008_1208_1452,-1
2008_1208_1457,-1
2008_1208_1458,-1
2008_1208_1462,0
2008_1211_1231,-1
2008_1211_1242,-1
2008_1211_1243,-1
2008_1211_1245,-1
2008_1211_1246,-1
2008_1211_1257,-1
2008_1211_1266,-1
2008_1211_1272,-1
2008_1211_1274,-1
2008_1211_1277,-1
2008_1211_1280,-1
2008_1211_1290,-1
2008_1211_1291,-1
2008_1211_1314,-1
2008_1211_1323,-1
2008_1211_1328,-1
2008_1211_1331,-1
2008_1211_1332,-1
2008_1211_1338,-1
2008_1211_1340,-1
2008_1211_1345,-1
2008_1211_1360,-1
2008_1211_1373,-1
2008_1211_1375,-1
2008_1211_1386,-1
2008_1211_1388,-1
2008_1211_1390,-1
2008_1211_1396,-1
2008_1211_1397,-1
2008_1211_1400,-1
2008_1211_1401,-1
2008_1211_1417,-1
2008_1211_1420,-1
2008_1211_1424,-1
2008_1211_1425,-1
2008_1211_1426,-1
2008_1211_1435,-1
2008_1211_1437,-1
2008_1211_1443,-1
2008_1211_1450,-1
2008_1211_1452,-1
2008_1211_1457,-1
2008_1211_1458,-1
2008_1211_1462,-1
2008_1231_1242,-1
2008_1231_1243,-1
2008_1231_1245,-1
2008_1231_1246,-1
2008_1231_1257,-1
2008_1231_1266,-1
2008_1231_1272,-1
2008_1231_1274,-1
2008_1231_1277,-1
2008_1231_1280,-1
2008_1231_1290,-1
2008_1231_1291,-1
2008_1231_1314,-1
2008_1231_1323,-1
2008_1231_1328,-1
2008_1231_1331,-1
2008_1231_1332,-1
2008_1231_1338,-1
2008_1231_1340,-1
2008_1231_1345,-1
2008_1231_1360,-1
2008_1231_1373,-1
2008_1231_1375,-1
2008_1231_1386,-1
2008_1231_1388,-1
2008_1231_1390,-1
2008_1231_1396,-1
2008_1231_1397,-1
2008_1231_1400,-1
2008_1231_1401,-1
2008_1231_1417,-1
2008_1231_1420,-1
2008_1231_1424,-1
