Id,Pred
2004_1104_1343,-1
2004_1104_1344,-1
2004_1104_1350,-1
2004_1104_1356,1
2004_1104_1371,-1
2004_1104_1376,-1
2004_1104_1386,-1
2004_1104_1390,1
2004_1104_1393,1
2004_1104_1400,-1
2004_1104_1403,-1
2004_1104_1412,-1
2004_1104_1416,-1
2004_1104_1418,-1
2004_1104_1427,-1
2004_1104_1428,-1
2004_1104_1431,-1
2004_1104_1433,-1
2004_1104_1434,-1
2004_1104_1435,-1
2004_1104_1436,-1
2004_1104_1444,-1
2004_1104_1448,-1
2004_1104_1449,-1
2004_1104_1458,-1
2004_1104_1462,-1
2004_1106_1112,-1
2004_1106_1130,-1
2004_1106_1140,-1
2004_1106_1150,-1
2004_1106_1153,-1
2004_1106_1163,-1
2004_1106_1173,-1
2004_1106_1177,-1
2004_1106_1181,0
2004_1106_1186,-1
2004_1106_1190,-1
2004_1106_1196,-1
2004_1106_1197,-1
2004_1106_1210,-1
2004_1106_1211,-1
2004_1106_1227,-1
2004_1106_1228,-1
2004_1106_1242,-1
2004_1106_1246,-1
2004_1106_1250,-1
2004_1106_1251,-1
2004_1106_1257,-1
2004_1106_1264,-1
2004_1106_1268,-1
2004_1106_1272,-1
2004_1106_1277,-1
2004_1106_1280,-1
2004_1106_1284,-1
2004_1106_1293,-1
2004_1106_1301,-1
2004_1106_1305,-1
2004_1106_1314,-1
2004_1106_1320,-1
2004_1106_1329,-1
2004_1106_1334,-1
2004_1106_1338,-1
2004_1106_1343,-1
2004_1106_1344,-1
2004_1106_1350,-1
2004_1106_1356,-1
2004_1106_1371,-1
2004_1106_1376,-1
2004_1106_1386,-1
2004_1106_1390,-1
2004_1106_1393,-1
2004_1106_1400,-1
2004_1106_1403,-1
2004_1106_1412,-1
2004_1106_1416,-1
2004_1106_1418,-1
2004_1106_1427,-1
2004_1106_1428,-1
2004_1106_1431,-1
2004_1106_1433,-1
2004_1106_1434,-1
2004_1106_1435,-1
2004_1106_1436,-1
2004_1106_1444,-1
2004_1106_1448,-1
2004_1106_1449,-1
2004_1106_1458,-1
2004_1106_1462,-1
2004_1112_1130,-1
2004_1112_1140,-1
2004_1112_1150,-1
2004_1112_1153,-1
2004_1112_1163,-1
2004_1112_1173,-1
2004_1112_1177,-1
2004_1112_1181,-1
2004_1112_1186,-1
2004_1112_1190,-1
2004_1112_1196,-1
2004_1112_1197,-1
2004_1112_1210,-1
2004_1112_1211,-1
2004_1112_1227,-1
2004_1112_1228,-1
2004_1112_1242,-1
2004_1112_1246,-1
2004_1112_1250,-1
2004_1112_1251,-1
2004_1112_1257,-1
2004_1112_1264,-1
2004_1112_1268,-1
2004_1112_1272,-1
2004_1112_1277,-1
2004_1112_1280,-1
2004_1112_1284,-1
2004_1112_1293,-1
2004_1112_1301,-1
2004_1112_1305,-1
2004_1112_1314,-1
2004_1112_1320,-1
2004_1112_1329,-1
2004_1112_1334,-1
2004_1112_1338,-1
2004_1112_1343,-1
2004_1112_1344,-1
2004_1112_1350,-1
2004_1112_1356,-1
2004_1112_1371,0
2004_1112_1376,-1
2004_1112_1386,-1
2004_1112_1390,-1
2004_1112_1393,-1
2004_1112_1400,-1
2004_1112_1403,-1
2004_1112_1412,-1
2004_1112_1416,-1
2004_1112_1418,-1
2004_1112_1427,-1
2004_1112_1428,-1
2004_1112_1431,-1
2004_1112_1433,-1
2004_1112_1434,-1
2004_1112_1435,-1
2004_1112_1436,-1
2004_1112_1444,-1
2004_1112_1448,-1
2004_1112_1449,-1
2004_1112_1458,-1
2004_1112_1462,-1
2004_1130_1140,-1
2004_1130_1150,-1
2004_1130_1153,-1
2004_1130_1163,-1
2004_1130_1173,-1
2004_1130_1177,-1
2004_1130_1181,-1
2004_1130_1186,-1
2004_1130_1190,-1
2004_1130_1196,-1
2004_1130_1197,-1
2004_1130_1210,0
2004_1130_1211,-1
2004_1130_1227,-1
2004_1130_1228,-1
2004_1130_1242,-1
2004_1130_1246,-1
2004_1130_1250,-1
2004_1130_1251,-1
2004_1130_1257,-1
2004_1130_1264,-1
2004_1130_1268,-1
2004_1130_1272,-1
2004_1130_1277,-1
2004_1130_1280,-1
2004_1130_1284,-1
2004_1130_1293,-1
2004_1130_1301,-1
2004_1130_1305,-1
2004_1130_1314,-1
2004_1130_1320,-1
2004_1130_1329,-1
2004_1130_1334,-1
2004_1130_1338,-1
2004_1130_1343,-1
2004_1130_1344,-1
2004_1130_1350,-1
2004_1130_1356,-1
2004_1130_1371,-1
2004_1130_1376,-1
2004_1130_1386,-1
2004_1130_1390,-1
2004_1130_1393,-1
2004_1130_1400,-1
2004_1130_1403,-1
2004_1130_1412,-1
2004_1130_1416,-1
2004_1130_1418,-1
2004_1130_1427,-1
2004_1130_1428,1
2004_1130_1431,-1
2004_1130_1433,-1
2004_1130_1434,-1
2004_1130_1435,-1
2004_1130_1436,-1
2004_1130_1444,-1
2004_1130_1448,-1
2004_1130_1449,-1
2004_1130_1458,-1
2004_1130_1462,-1
2004_1140_1150,-1
2004_1140_1153,-1
2004_1140_1163,-1
2004_1140_1173,-1
2004_1140_1177,-1
2004_1140_1181,-1
2004_1140_1186,-1
2004_1140_1190,-1
2004_1140_1196,-1
2004_1140_1197,-1
2004_1140_1210,-1
2004_1140_1211,-1
2004_1140_1227,-1
2004_1140_1228,-1
2004_1140_1242,-1
2004_1140_1246,-1
2004_1140_1250,-1
2004_1140_1251,-1
2004_1140_1257,-1
2004_1140_1264,-1
2004_1140_1268,-1
2004_1140_1272,-1
2004_1140_1277,-1
2004_1140_1280,-1
2004_1140_1284,-1
2004_1140_1293,-1
2004_1140_1301,-1
2004_1140_1305,-1
2004_1140_1314,-1
2004_1140_1320,-1
2004_1140_1329,-1
2004_1140_1334,-1
2004_1140_1338,-1
2004_1140_1343,-1
2004_1140_1344,-1
2004_1140_1350,-1
2004_1140_1356,-1
2004_1140_1371,-1
2004_1140_1376,-1
2004_1140_1386,-1
2004_1140_1390,-1
2004_1140_1393,0
2004_1140_1400,-1
2004_1140_1403,-1
2004_1140_1412,-1
2004_1140_1416,-1
2004_1140_1418,-1
2004_1140_1427,-1
2004_1140_1428,-1
2004_1140_1431,-1
2004_1140_1433,-1
2004_1140_1434,-1
2004_1140_1435,-1
2004_1140_1436,-1
2004_1140_1444,-1
2004_1140_1448,-1
2004_1140_1449,-1
2004_1140_1458,-1
2004_1140_1462,-1
2004_1150_1153,-1
2004_1150_1163,-1
2004_1150_1173,-1
2004_1150_1177,-1
2004_1150_1181,-1
2004_1150_1186,-1
2004_1150_1190,-1
2004_1150_1196,-1
2004_1150_1197,-1
2004_1150_1210,-1
2004_1150_1211,-1
2004_1150_1227,-1
2004_1150_1228,-1
2004_1150_1242,-1
2004_1150_1246,-1
2004_1150_1250,-1
2004_1150_1251,-1
2004_1150_1257,-1
2004_1150_1264,-1
2004_1150_1268,-1
2004_1150_1272,-1
2004_1150_1277,-1
2004_1150_1280,-1
2004_1150_1284,-1
2004_1150_1293,-1
2004_1150_1301,-1
2004_1150_1305,-1
2004_1150_1314,-1
2004_1150_1320,-1
2004_1150_1329,-1
2004_1150_1334,-1
2004_1150_1338,-1
2004_1150_1343,-1
2004_1150_1344,-1
2004_1150_1350,-1
2004_1150_1356,-1
2004_1150_1371,-1
2004_1150_1376,-1
2004_1150_1386,-1
2004_1150_1390,-1
2004_1150_1393,-1
2004_1150_1400,-1
2004_1150_1403,0
2004_1150_1412,-1
2004_1150_1416,-1
2004_1150_1418,-1
2004_1150_1427,-1
2004_1150_1428,-1
2004_1150_1431,-1
2004_1150_1433,-1
2004_1150_1434,-1
2004_1150_1435,-1
2004_1150_1436,-1
2004_1150_1444,-1
2004_1150_1448,-1
2004_1150_1449,-1
2004_1150_1458,-1
2004_1150_1462,-1
2004_1153_1163,-1
2004_1153_1173,-1
2004_1153_1177,-1
2004_1153_1181,-1
2004_1153_1186,-1
2004_1153_1190,1
2004_1153_1196,-1
2004_1153_1197,-1
2004_1153_1210,-1
2004_1153_1211,-1
2004_1153_1227,-1
2004_1153_1228,0
2004_1153_1242,-1
2004_1153_1246,-1
2004_1153_1250,-1
2004_1153_1251,-1
2004_1153_1257,-1
2004_1153_1264,-1
2004_1153_1268,-1
2004_1153_1272,-1
2004_1153_1277,-1
2004_1153_1280,-1
2004_1153_1284,-1
2004_1153_1293,-1
2004_1153_1301,-1
2004_1153_1305,-1
2004_1153_1314,-1
2004_1153_1320,-1
2004_1153_1329,-1
2004_1153_1334,-1
2004_1153_1338,-1
2004_1153_1343,-1
2004_1153_1344,-1
2004_1153_1350,-1
2004_1153_1356,-1
2004_1153_1371,-1
2004_1153_1376,-1
2004_1153_1386,-1
2004_1153_1390,-1
2004_1153_1393,-1
2004_1153_1400,-1
2004_1153_1403,-1
2004_1153_1412,-1
2004_1153_1416,-1
2004_1153_1418,-1
2004_1153_1427,-1
2004_1153_1428,-1
2004_1153_1431,-1
2004_1153_1433,-1
2004_1153_1434,-1
2004_1153_1435,-1
2004_1153_1436,-1
2004_1153_1444,-1
2004_1153_1448,-1
2004_1153_1449,-1
2004_1153_1458,-1
2004_1153_1462,-1
2004_1163_1173,-1
2004_1163_1177,1
2004_1163_1181,1
2004_1163_1186,-1
2004_1163_1190,-1
2004_1163_1196,-1
2004_1163_1197,-1
2004_1163_1210,1
2004_1163_1211,-1
2004_1163_1227,-1
2004_1163_1228,-1
2004_1163_1242,-1
2004_1163_1246,-1
2004_1163_1250,-1
2004_1163_1251,-1
2004_1163_1257,-1
2004_1163_1264,-1
2004_1163_1268,-1
2004_1163_1272,-1
2004_1163_1277,-1
2004_1163_1280,-1
2004_1163_1284,-1
2004_1163_1293,-1
2004_1163_1301,-1
2004_1163_1305,-1
2004_1163_1314,-1
2004_1163_1320,-1
2004_1163_1329,-1
2004_1163_1334,-1
2004_1163_1338,-1
2004_1163_1343,-1
2004_1163_1344,-1
2004_1163_1350,-1
2004_1163_1356,-1
2004_1163_1371,-1
2004_1163_1376,-1
2004_1163_1386,-1
2004_1163_1390,-1
2004_1163_1393,-1
2004_1163_1400,-1
2004_1163_1403,-1
2004_1163_1412,-1
2004_1163_1416,-1
2004_1163_1418,-1
2004_1163_1427,-1
2004_1163_1428,-1
2004_1163_1431,-1
2004_1163_1433,-1
2004_1163_1434,-1
2004_1163_1435,1
2004_1163_1436,1
2004_1163_1444,-1
2004_1163_1448,-1
2004_1163_1449,-1
2004_1163_1458,-1
2004_1163_1462,-1
2004_1173_1177,0
2004_1173_1181,-1
2004_1173_1186,-1
2004_1173_1190,-1
2004_1173_1196,-1
2004_1173_1197,-1
2004_1173_1210,-1
2004_1173_1211,-1
2004_1173_1227,-1
2004_1173_1228,-1
2004_1173_1242,-1
2004_1173_1246,-1
2004_1173_1250,-1
2004_1173_1251,-1
2004_1173_1257,-1
2004_1173_1264,-1
2004_1173_1268,-1
2004_1173_1272,-1
2004_1173_1277,-1
2004_1173_1280,-1
2004_1173_1284,-1
2004_1173_1293,-1
2004_1173_1301,-1
2004_1173_1305,-1
2004_1173_1314,-1
2004_1173_1320,-1
2004_1173_1329,-1
2004_1173_1334,-1
2004_1173_1338,-1
2004_1173_1343,-1
2004_1173_1344,-1
2004_1173_1350,-1
2004_1173_1356,-1
2004_1173_1371,-1
2004_1173_1376,-1
2004_1173_1386,-1
2004_1173_1390,-1
2004_1173_1393,-1
2004_1173_1400,-1
2004_1173_1403,-1
2004_1173_1412,-1
2004_1173_1416,-1
2004_1173_1418,-1
2004_1173_1427,-1
2004_1173_1428,-1
2004_1173_1431,-1
2004_1173_1433,-1
2004_1173_1434,-1
2004_1173_1435,-1
2004_1173_1436,-1
2004_1173_1444,-1
2004_1173_1448,-1
2004_1173_1449,-1
2004_1173_1458,-1
2004_1173_1462,-1
2004_1177_1181,-1
2004_1177_1186,-1
2004_1177_1190,-1
2004_1177_1196,-1
2004_1177_1197,-1
2004_1177_1210,-1
2004_1177_1211,-1
2004_1177_1227,-1
2004_1177_1228,-1
2004_1177_1242,-1
2004_1177_1246,-1
2004_1177_1250,-1
2004_1177_1251,-1
2004_1177_1257,-1
2004_1177_1264,-1
2004_1177_1268,-1
2004_1177_1272,-1
2004_1177_1277,-1
2004_1177_1280,-1
2004_1177_1284,-1
2004_1177_1293,-1
2004_1177_1301,-1
2004_1177_1305,-1
2004_1177_1314,-1
2004_1177_1320,-1
2004_1177_1329,-1
2004_1177_1334,-1
2004_1177_1338,-1
2004_1177_1343,-1
2004_1177_1344,-1
2004_1177_1350,-1
2004_1177_1356,-1
2004_1177_1371,-1
2004_1177_1376,-1
2004_1177_1386,-1
2004_1177_1390,-1
2004_1177_1393,-1
2004_1177_1400,-1
2004_1177_1403,-1
2004_1177_1412,-1
2004_1177_1416,-1
2004_1177_1418,-1
2004_1177_1427,-1
2004_1177_1428,-1
2004_1177_1431,-1
2004_1177_1433,-1
2004_1177_1434,-1
2004_1177_1435,-1
2004_1177_1436,-1
2004_1177_1444,-1
2004_1177_1448,-1
2004_1177_1449,-1
2004_1177_1458,-1
2004_1177_1462,-1
2004_1181_1186,-1
2004_1181_1190,-1
2004_1181_1196,-1
2004_1181_1197,-1
2004_1181_1210,-1
2004_1181_1211,-1
2004_1181_1227,-1
2004_1181_1228,1
2004_1181_1242,-1
2004_1181_1246,-1
2004_1181_1250,-1
2004_1181_1251,-1
2004_1181_1257,-1
2004_1181_1264,-1
2004_1181_1268,-1
2004_1181_1272,-1
2004_1181_1277,-1
2004_1181_1280,-1
2004_1181_1284,-1
2004_1181_1293,-1
2004_1181_1301,-1
2004_1181_1305,-1
2004_1181_1314,-1
2004_1181_1320,-1
2004_1181_1329,-1
2004_1181_1334,-1
2004_1181_1338,-1
2004_1181_1343,-1
2004_1181_1344,-1
2004_1181_1350,-1
2004_1181_1356,-1
2004_1181_1371,1
2004_1181_1376,-1
2004_1181_1386,-1
2004_1181_1390,-1
2004_1181_1393,-1
2004_1181_1400,-1
2004_1181_1403,-1
2004_1181_1412,-1
2004_1181_1416,-1
2004_1181_1418,-1
2004_1181_1427,-1
2004_1181_1428,-1
2004_1181_1431,-1
2004_1181_1433,-1
2004_1181_1434,-1
2004_1181_1435,-1
2004_1181_1436,-1
2004_1181_1444,-1
2004_1181_1448,-1
2004_1181_1449,-1
2004_1181_1458,-1
2004_1181_1462,1
2004_1186_1190,-1
2004_1186_1196,-1
2004_1186_1197,-1
2004_1186_1210,-1
2004_1186_1211,-1
2004_1186_1227,-1
2004_1186_1228,-1
2004_1186_1242,-1
2004_1186_1246,-1
2004_1186_1250,-1
2004_1186_1251,-1
2004_1186_1257,-1
2004_1186_1264,-1
2004_1186_1268,-1
2004_1186_1272,-1
2004_1186_1277,-1
2004_1186_1280,-1
2004_1186_1284,-1
2004_1186_1293,-1
2004_1186_1301,-1
2004_1186_1305,-1
2004_1186_1314,-1
2004_1186_1320,-1
2004_1186_1329,0
2004_1186_1334,-1
2004_1186_1338,-1
2004_1186_1343,-1
2004_1186_1344,-1
2004_1186_1350,-1
2004_1186_1356,-1
2004_1186_1371,-1
2004_1186_1376,-1
2004_1186_1386,-1
2004_1186_1390,-1
2004_1186_1393,-1
2004_1186_1400,-1
2004_1186_1403,-1
2004_1186_1412,-1
2004_1186_1416,-1
2004_1186_1418,-1
2004_1186_1427,-1
2004_1186_1428,-1
2004_1186_1431,-1
2004_1186_1433,-1
2004_1186_1434,-1
2004_1186_1435,-1
2004_1186_1436,-1
2004_1186_1444,-1
2004_1186_1448,-1
2004_1186_1449,-1
2004_1186_1458,-1
2004_1186_1462,-1
2004_1190_1196,-1
2004_1190_1197,-1
2004_1190_1210,-1
2004_1190_1211,-1
2004_1190_1227,-1
2004_1190_1228,-1
2004_1190_1242,-1
2004_1190_1246,-1
2004_1190_1250,-1
2004_1190_1251,-1
2004_1190_1257,-1
2004_1190_1264,-1
2004_1190_1268,-1
2004_1190_1272,-1
2004_1190_1277,-1
2004_1190_1280,-1
2004_1190_1284,-1
2004_1190_1293,-1
2004_1190_1301,-1
2004_1190_1305,-1
2004_1190_1314,-1
2004_1190_1320,-1
2004_1190_1329,-1
2004_1190_1334,-1
2004_1190_1338,-1
2004_1190_1343,-1
2004_1190_1344,-1
2004_1190_1350,-1
2004_1190_1356,-1
2004_1190_1371,-1
2004_1190_1376,-1
2004_1190_1386,-1
2004_1190_1390,-1
2004_1190_1393,-1
2004_1190_1400,-1
2004_1190_1403,-1
2004_1190_1412,-1
2004_1190_1416,-1
2004_1190_1418,-1
2004_1190_1427,-1
2004_1190_1428,-1
2004_1190_1431,-1
2004_1190_1433,-1
2004_1190_1434,-1
2004_1190_1435,-1
2004_1190_1436,-1
2004_1190_1444,-1
2004_1190_1448,-1
2004_1190_1449,-1
2004_1190_1458,-1
2004_1190_1462,-1
2004_1196_1197,-1
2004_1196_1210,-1
2004_1196_1211,-1
2004_1196_1227,-1
2004_1196_1228,-1
2004_1196_1242,-1
2004_1196_1246,-1
2004_1196_1250,-1
2004_1196_1251,-1
2004_1196_1257,-1
2004_1196_1264,0
2004_1196_1268,-1
2004_1196_1272,-1
2004_1196_1277,-1
2004_1196_1280,-1
2004_1196_1284,-1
2004_1196_1293,-1
2004_1196_1301,-1
2004_1196_1305,-1
2004_1196_1314,-1
2004_1196_1320,-1
2004_1196_1329,-1
2004_1196_1334,-1
2004_1196_1338,-1
2004_1196_1343,-1
2004_1196_1344,-1
2004_1196_1350,-1
2004_1196_1356,-1
2004_1196_1371,-1
2004_1196_1376,-1
2004_1196_1386,-1
2004_1196_1390,-1
2004_1196_1393,-1
2004_1196_1400,-1
2004_1196_1403,-1
2004_1196_1412,-1
2004_1196_1416,-1
2004_1196_1418,-1
2004_1196_1427,-1
2004_1196_1428,-1
2004_1196_1431,-1
2004_1196_1433,-1
2004_1196_1434,-1
2004_1196_1435,-1
2004_1196_1436,-1
2004_1196_1444,-1
2004_1196_1448,-1
2004_1196_1449,-1
2004_1196_1458,-1
2004_1196_1462,-1
2004_1197_1210,-1
2004_1197_1211,-1
2004_1197_1227,-1
2004_1197_1228,-1
2004_1197_1242,-1
2004_1197_1246,0
2004_1197_1250,1
2004_1197_1251,-1
2004_1197_1257,-1
2004_1197_1264,-1
2004_1197_1268,-1
2004_1197_1272,-1
2004_1197_1277,-1
2004_1197_1280,-1
2004_1197_1284,-1
2004_1197_1293,-1
2004_1197_1301,-1
2004_1197_1305,-1
2004_1197_1314,-1
2004_1197_1320,-1
2004_1197_1329,-1
2004_1197_1334,-1
2004_1197_1338,-1
2004_1197_1343,-1
2004_1197_1344,-1
2004_1197_1350,-1
2004_1197_1356,-1
2004_1197_1371,-1
2004_1197_1376,-1
2004_1197_1386,-1
2004_1197_1390,-1
2004_1197_1393,-1
2004_1197_1400,-1
2004_1197_1403,-1
2004_1197_1412,-1
2004_1197_1416,-1
2004_1197_1418,-1
2004_1197_1427,-1
2004_1197_1428,-1
2004_1197_1431,-1
2004_1197_1433,-1
2004_1197_1434,-1
2004_1197_1435,-1
2004_1197_1436,-1
2004_1197_1444,-1
2004_1197_1448,-1
2004_1197_1449,-1
2004_1197_1458,-1
2004_1197_1462,-1
2004_1210_1211,-1
2004_1210_1227,-1
2004_1210_1228,-1
2004_1210_1242,1
2004_1210_1246,-1
2004_1210_1250,-1
2004_1210_1251,-1
2004_1210_1257,-1
2004_1210_1264,-1
2004_1210_1268,-1
2004_1210_1272,-1
2004_1210_1277,-1
2004_1210_1280,-1
2004_1210_1284,-1
2004_1210_1293,-1
2004_1210_1301,-1
2004_1210_1305,1
2004_1210_1314,-1
2004_1210_1320,1
2004_1210_1329,1
2004_1210_1334,-1
2004_1210_1338,-1
2004_1210_1343,-1
2004_1210_1344,-1
2004_1210_1350,-1
2004_1210_1356,-1
2004_1210_1371,-1
2004_1210_1376,-1
2004_1210_1386,-1
2004_1210_1390,-1
2004_1210_1393,-1
2004_1210_1400,-1
2004_1210_1403,-1
2004_1210_1412,-1
2004_1210_1416,-1
2004_1210_1418,-1
2004_1210_1427,-1
2004_1210_1428,-1
2004_1210_1431,-1
2004_1210_1433,-1
2004_1210_1434,-1
2004_1210_1435,-1
2004_1210_1436,-1
2004_1210_1444,-1
2004_1210_1448,-1
2004_1210_1449,-1
2004_1210_1458,-1
2004_1210_1462,-1
2004_1211_1227,-1
2004_1211_1228,-1
2004_1211_1242,-1
2004_1211_1246,-1
2004_1211_1250,-1
2004_1211_1251,-1
2004_1211_1257,-1
2004_1211_1264,-1
2004_1211_1268,-1
2004_1211_1272,-1
2004_1211_1277,-1
2004_1211_1280,-1
2004_1211_1284,-1
2004_1211_1293,-1
2004_1211_1301,-1
2004_1211_1305,0
2004_1211_1314,-1
2004_1211_1320,-1
2004_1211_1329,-1
2004_1211_1334,-1
2004_1211_1338,-1
2004_1211_1343,-1
2004_1211_1344,-1
2004_1211_1350,-1
2004_1211_1356,-1
2004_1211_1371,-1
2004_1211_1376,-1
2004_1211_1386,-1
2004_1211_1390,-1
2004_1211_1393,-1
2004_1211_1400,-1
2004_1211_1403,-1
2004_1211_1412,-1
2004_1211_1416,-1
2004_1211_1418,-1
2004_1211_1427,-1
2004_1211_1428,-1
2004_1211_1431,-1
2004_1211_1433,-1
2004_1211_1434,1
2004_1211_1435,-1
2004_1211_1436,-1
2004_1211_1444,-1
2004_1211_1448,-1
2004_1211_1449,-1
2004_1211_1458,-1
2004_1211_1462,-1
2004_1227_1228,-1
2004_1227_1242,0
2004_1227_1246,-1
2004_1227_1250,-1
2004_1227_1251,-1
2004_1227_1257,-1
2004_1227_1264,-1
2004_1227_1268,-1
2004_1227_1272,-1
2004_1227_1277,-1
2004_1227_1280,-1
2004_1227_1284,-1
2004_1227_1293,-1
2004_1227_1301,-1
2004_1227_1305,-1
2004_1227_1314,-1
2004_1227_1320,-1
2004_1227_1329,-1
2004_1227_1334,-1
2004_1227_1338,-1
2004_1227_1343,-1
2004_1227_1344,-1
2004_1227_1350,-1
2004_1227_1356,-1
2004_1227_1371,-1
2004_1227_1376,-1
2004_1227_1386,-1
2004_1227_1390,-1
2004_1227_1393,-1
2004_1227_1400,-1
2004_1227_1403,-1
2004_1227_1412,-1
2004_1227_1416,-1
2004_1227_1418,-1
2004_1227_1427,-1
2004_1227_1428,-1
2004_1227_1431,-1
2004_1227_1433,-1
2004_1227_1434,-1
2004_1227_1435,-1
2004_1227_1436,-1
2004_1227_1444,-1
2004_1227_1448,-1
2004_1227_1449,-1
2004_1227_1458,-1
2004_1227_1462,-1
2004_1228_1242,-1
2004_1228_1246,-1
2004_1228_1250,-1
2004_1228_1251,-1
2004_1228_1257,-1
2004_1228_1264,-1
2004_1228_1268,-1
2004_1228_1272,-1
2004_1228_1277,-1
2004_1228_1280,-1
2004_1228_1284,-1
2004_1228_1293,1
2004_1228_1301,-1
2004_1228_1305,-1
2004_1228_1314,-1
2004_1228_1320,-1
2004_1228_1329,-1
2004_1228_1334,-1
2004_1228_1338,-1
2004_1228_1343,-1
2004_1228_1344,-1
2004_1228_1350,-1
2004_1228_1356,-1
2004_1228_1371,-1
2004_1228_1376,-1
2004_1228_1386,-1
2004_1228_1390,-1
2004_1228_1393,-1
2004_1228_1400,-1
2004_1228_1403,-1
2004_1228_1412,-1
2004_1228_1416,-1
2004_1228_1418,-1
2004_1228_1427,-1
2004_1228_1428,-1
2004_1228_1431,-1
2004_1228_1433,-1
2004_1228_1434,-1
2004_1228_1435,-1
2004_1228_1436,-1
2004_1228_1444,-1
2004_1228_1448,-1
2004_1228_1449,-1
2004_1228_1458,-1
2004_1228_1462,-1
2004_1242_1246,-1
2004_1242_1250,-1
2004_1242_1251,-1
2004_1242_1257,-1
2004_1242_1264,-1
2004_1242_1268,-1
2004_1242_1272,-1
2004_1242_1277,-1
2004_1242_1280,-1
2004_1242_1284,-1
2004_1242_1293,-1
2004_1242_1301,-1
2004_1242_1305,-1
2004_1242_1314,-1
2004_1242_1320,-1
2004_1242_1329,-1
2004_1242_1334,1
2004_1242_1338,-1
2004_1242_1343,-1
2004_1242_1344,-1
2004_1242_1350,-1
2004_1242_1356,-1
2004_1242_1371,-1
2004_1242_1376,-1
2004_1242_1386,-1
2004_1242_1390,-1
2004_1242_1393,-1
2004_1242_1400,-1
2004_1242_1403,-1
2004_1242_1412,1
2004_1242_1416,-1
2004_1242_1418,-1
2004_1242_1427,-1
2004_1242_1428,-1
2004_1242_1431,-1
2004_1242_1433,-1
2004_1242_1434,-1
2004_1242_1435,-1
2004_1242_1436,-1
2004_1242_1444,-1
2004_1242_1448,-1
2004_1242_1449,-1
2004_1242_1458,-1
2004_1242_1462,-1
2004_1246_1250,-1
2004_1246_1251,-1
2004_1246_1257,-1
2004_1246_1264,-1
2004_1246_1268,-1
2004_1246_1272,-1
2004_1246_1277,-1
2004_1246_1280,-1
2004_1246_1284,-1
2004_1246_1293,-1
2004_1246_1301,-1
2004_1246_1305,-1
2004_1246_1314,-1
2004_1246_1320,-1
2004_1246_1329,-1
2004_1246_1334,-1
2004_1246_1338,-1
2004_1246_1343,-1
2004_1246_1344,-1
2004_1246_1350,-1
2004_1246_1356,-1
2004_1246_1371,-1
2004_1246_1376,-1
2004_1246_1386,-1
2004_1246_1390,-1
2004_1246_1393,-1
2004_1246_1400,-1
2004_1246_1403,-1
2004_1246_1412,0
2004_1246_1416,-1
2004_1246_1418,-1
2004_1246_1427,-1
2004_1246_1428,-1
2004_1246_1431,-1
